Equipment Code,Elevator or Escalator,Asset Class,Station MRN,Station Name,Station Description,Station Complex MRN,Station Complex Description,Subway Line,Borough,X Coordinate,Y Coordinate,Original Installation Date,Latest Installation Date,Service Status Code,Service Status,Service Life,NYCT Owned,Maintained By,Installer,Revenue Machine,ADA Compliant,Street Access,Exposed to Weather,Escalator Rise,Elevator Rise,Elevator Capacity,Elevator Loading Class,Elevator Number of Landings,Escalator Number of Steps,Escalator Step Width,Elevator Direction Serviced,Elevator Order,Elevator Mezzanine 1 Access,Elevator Mezzanine 2 Access,Elevator Platform Access,Notes,Redundant Elevator,Redundant Elevator Street Access,Redundant Elevator Mezzanine Access,Redundant Elevator Access Between Mezzanines,Redundant Elevator Platform Access,Alternative Route,Georeference
ES308,Escalator,Escalator,026,DEKALBAV-4AV-B/Q/R,DeKalb Av - Station,26,,BMT-F-4AV,Brooklyn,40.691307,-73.9823,04/02/1961,09/29/2023,IFIS,Installed-Functioning-In Service,22,YES,NYCT,KONE,YES,,NO,NO,6306mm (20' 8-1/4in),,,,,82,1000mm (40in NOMINAL),,,,,,Brooklyn-bound platform to mezzanine for Flatbush Ave & Lafayette St exit,,,,,,,POINT (-73.9823 40.691307)
EL282,Elevator,Elevator Hydraulic,009,57ST-7AV-BWY-N/R/Q,57 St-7 Av - Station,9,,BMT-A-BROADWAY/BRIGHTON,Manhattan,40.764664,-73.98066,05/21/2021,05/21/2021,IFIS,Installed-Functioning-In Service,17,YES,NYCT,AM,YES,YES,NO,NO,,10' 11-3/8in,2600,Passenger,2,,,Southbound,1,+,-,+,Mezzanine to platform for southbound NQRW service,-,,,,,"If you are on the mezzanine: take a Q train to Lexington Av/63 St station and use platform elevator to transfer to a downtown Q train to 57/7. Or, exit the station and take a downtown M20 (W 55 St) 4 stops to W 41 St. Proceed one block north to Times Square-42 St. If you are on the platform: Take a southbound NQRW to Times Square-42 St. Then either: Use elevators to transfer to an uptown NQRW. Or, exit the station and proceed one block east to 6 Avenue to take a northbound M5 or M7 (W 42 St and 6 Av) 6 stops to W 57 St.",POINT (-73.98066 40.764664)
ES264X,Escalator,Escalator,162,50ST-8AV-C/E,50 St - Station,162,,IND-A-8AV/FULTONST,Manhattan,40.762257,-73.9865,01/02/1900,06/01/2010,IFIS,Installed-Functioning-In Service,22,NO,Private Contractor,AM,YES,,NO,NO,,,,,,,,,,,,,downtown E platform to downtown C platform and access to street,,,,,,,POINT (-73.9865 40.762257)
EL480,Elevator,Elevator Traction,204,BEACH67ST-RKY-A,Beach 67 St - Station,204,,IND-F-ROCKAWAY,Queens,40.590927,-73.79692,01/10/2024,01/10/2024,IFIS,Installed-Functioning-In Service,22,YES,Third-Party Contractor,,YES,YES,YES,YES,,,,,2,,,Both,1,+,+,+,"Street to transfer mezzanine for Far Rockaway-bound service, mezzanine to platform for Manhattan-bound service.",-,,,,,"If you are on the street:   Take a Far Rockway Mott Av-bound Q22 bus (SW corner of Beach Channel Dr and 69 St) to Beach 21 St Terminal. Then, follow Beach 21 St to Mott Av for the Far Rockaway-Mott Av A station.   Or, take an Elmhurst-bound Q52-SBS bus (Rockaway Beach Blvd and Beach 67 St) to 157 St and Cross Bay Blvd. Then, travel to 159 Ave and 103 St for the Howard Beach/JFK Airport A station.   If you are on the mezzanine:   Use EL481 to take a Far Rockaway-Mott Av-bound A train to Far Rockaway-Mott Av. Use the elevator to exit the station and take a Roxbury-bound Q22 bus (Mott Av and Beach 21 St) to Beach Channel Dr and Beach 67 St.   If you are on the platform:   Take an A train to Howard Beach-JFK Airport.   Then, either:   Use elevators to exit the station and take an Arverne-bound Q52-SBS bus (SW corner of 157 Ave and Cross Bay Blvd) to Rockaway Beach Blvd and Beach 67 St.   Or,   Use elevators to transfer to a Far Rockaway-bound A train to Far Rockaway-Mott Av. Then, Use the elevator to exit the station and take a Roxbury-bound Q22 bus (Mott Av and Beach 21 St) to Beach Channel Dr and Beach 67 St.",POINT (-73.79692 40.590927)
EL227,Elevator,Elevator Hydraulic,164,34ST-PENNSTATION-8AV-A/C/E,34 St-Penn Station - Station,164,,IND-A-8AV/FULTONST,Manhattan,40.752243,-73.99343,06/10/2002,05/20/2025,IFIS,Installed-Functioning-In Service,17,YES,Third-Party Contractor,OTIS,YES,YES,NO,NO,,12' 6in,210,Passenger,,,,Both,3,+,-,+,Penn Station concourse to A platform for service in both directions,-,,,,,"If you are on the mezzanine: Take an uptown C or E to 42 St/Port Authority Bus Terminal and transfer across the platform for an uptown A or use ramps to transfer to a downtown A. If you are on the A platform and Penn Station is your destination, take a downtown A train to 14 St and transfer to an uptown C/E train to 34 St – Penn Station, then use the elevators to exit the station.",POINT (-73.99343 40.752243)
EL159,Elevator,Elevator Hydraulic,426,E180ST-LWP-2/5,E 180 St - Station,426,,IRT-W-WHITEPLAINSRD,Bronx,40.84187,-73.87347,06/08/2012,06/08/2012,IFIS,Installed-Functioning-In Service,17,YES,NYCT,CEMCO,YES,YES,YES,YES,,,2000,Passenger,,,,Northbound,1,-,-,+,Morris Park Ave & E 180 St to Bronx-bound platform,-,,,,,"If you are on the street:  Take a downtown 2 or 5 to Simpson St and use elevators to transfer to an uptown 2 or 5.  Or, take a Westchester Sq-bound Bx21 bus (Morris Park Av and Adams St) to White Plains Rd.  Then transfer to a Wakefield-bound Bx39 bus (White Plains Rd and Morris Park Av) to Pelham  Pkwy 2/5 station (White Plains Rd and Pelham Pkwy).  If you are on the platform:  Take an uptown 2 or 5 to Pelham Pkwy. Then either:  Use elevators to transfer to a downtown 2 or 5 to E 180 St.  Or,  Use elevators to exit the station and take a Clason’s Point-bound Bx39 bus (White Plains Rd and  Pelham Pkwy) to Morris Park Av. Then transfer to a Mott Haven-bound Bx21 bus (Morris Park Av  and White Plains Rd) to E 180 St 2/5 station (Morris Park Av and E 180 St).",POINT (-73.87347 40.84187)
EL178,Elevator,Elevator Traction,299,DYCKMANST-BWY7-1,Dyckman St - Station,299,,IRT-BB-BROADWAY/7AV,Manhattan,40.861103,-73.92521,10/23/2013,10/23/2013,IFIS,Installed-Functioning-In Service,22,YES,NYCT,HOLLISTER-WHITNEY,YES,YES,YES,YES,,,2100,Passenger,,,,Southbound,1,+,-,+,Nagle Ave & Dyckman St to downtown platform,-,,,,,If you are on the street:    Take a 125 St-bound M100 bus (Dyckman St and Nagle St) to 125 St and Amsterdam Av and travel one avenue west (125 St and Broadway) to transfer to a Times Sq-bound M104 bus to 96 St for 1/2/3 service.   If you are on the platform:    Take a downtown 1 to 96 St and use the elevator to exit the station. Then take a West Harlem-bound M104 bus (97 St and Broadway) to 126 St and Amsterdam Av and transfer to an Inwood-bound M100 bus to Dyckman St.,POINT (-73.92521 40.861103)
EL166X,Elevator,Elevator Hydraulic,305,137ST-CITYCOLLEGE-BWY7-1,137 St-City College - Station,305,,IRT-BB-BROADWAY/7AV,Manhattan,40.819,-73.957184,01/01/1900,01/02/1900,IFOS,Installed-Functioning-Out of Service,17,NO,Private Contractor,AM,NO,YES,NO,NO,,,,,,,,,,,,,3 Landings,,,,,,,POINT (-73.957184 40.819)
EL306,Elevator,Elevator Hydraulic,338,ATLANTICAV-BARCLAYSCTR-EPK-2/3/4/5,Atlantic Av-Barclays Ctr - Station,617,"Atlantic Av (B,Q,2,3,4,5)/Pacific St (D,N,R)",IRT-E-EASTERNPKWY,Brooklyn,40.684376,-73.97746,04/15/2004,04/15/2004,RNOS,Removed-Non Functioning-Out of Service,17,YES,NYCT,CEMCO,YES,YES,NO,NO,,,2000,Passenger,,,,Northbound,3,+,-,+,Manhattan-bound 2/3 platform to mezzanine for access to rest of complex,+,,304,,300X,"If you are on the platform: Exit station into the LIRR concourse and take the elevator to street. Then proceed to the SE corner of Pacific St and 4th Ave to re-enter station and see a station agent to enter through the faregate if you wish to transfer to D/N/R/4/5.  Or, take a Manhattan-bound 2 or 3 to Fulton St and transfer across the platform to a Brooklyn-bound 2 or 3 to Atlantic Av-Barclays Ctr.  If you are on the mezzanine:  To exit to street, proceed to elevators toward Flatbush Av-bound 2 and New Lots Av bound 3. Follow signs to exit at Pacific St and 4 Av.  To transfer to a Manhattan-bound 2 or 3, take a Manhattan-bound 4 or 5 to Borough Hall and transfer to the 2 or 3 via passageway.",POINT (-73.97746 40.684376)
ES457,Escalator,Escalator,447,FLUSHING-MAINST-FLS-7,Flushing-Main St - Station,447,,IRT-C-FLUSHING,Queens,40.759827,-73.828835,03/16/1999,02/20/2021,IFIS,Installed-Functioning-In Service,22,YES,NYCT,KONE,YES,,YES,YES,40',,,,,150,40in,,,,,,platform to Roosevelt Ave (E of Main St),,,,,,,POINT (-73.828835 40.759827)
EL22X,Elevator,Elevator Hydraulic,021,CORTLANDTST-BWY-R,Cortlandt St - Station,624,"Chambers St (A,C)/WTC (E)/Park Place (2,3)/Cortlandt St (R, W)",BMT-B-BROADWAY,Manhattan,40.710667,-74.01103,09/11/2018,01/02/1900,IFIS,Installed-Functioning-In Service,17,NO,Private Contractor,,YES,YES,NO,NO,,,,Passenger,,,,Southbound,1,-,+,+,Church St to South Concourse balcony and mezzanine for downtown R/W service,+,18X,,17X+,18X,Use another elevator on this level.,POINT (-74.01103 40.710667)
EL617,Elevator,Elevator Hydraulic,322,14ST-7AV-1/2/3,14 St - Station,601,"14 St (F,M,1,2,3)/6 Av (L)",IRT-V-7AV,Manhattan,40.737827,-74.0002,12/14/2024,12/14/2024,IFIS,Installed-Functioning-In Service,17,YES,Third-Party Contractor,,YES,YES,NO,NO,,,2700,,,,,Southbound,2,+,-,+,Mezzanine to downtown and Brooklyn 1/2/3 platform.,-,,,,,If you are on the mezzanine: Take an uptown 1/2/3 to 34 St - Penn Station and transfer to a downtown 1/2/3 to 14 St. If you are on the platform: Take a downtown 1/2/3 train to Chambers St and transfer to an uptown 1/2/3 to 14 St.,POINT (-74.0002 40.737827)
EL192,Elevator,Elevator Hydraulic,418,233ST-LWP-2/5,233 St - Station,418,,IRT-W-WHITEPLAINSRD,Bronx,40.893555,-73.85752,04/20/2007,04/20/2007,IFIS,Installed-Functioning-In Service,17,YES,NYCT,CANTON,YES,YES,YES,YES,,,2000,Passenger,,,,Both,1,+,-,-,233 St & White Plans Rd (NW corner) to mezzanine for service in both directions,-,,,,,If you are on the street:  Take a Clasons Pt-bound Bx39 bus (233 St and White Plans Rd) to Gun Hill Rd 25 Station.  If you are on the mezzanine: See a station agent to re-enter through the faregate and use the elevator to take a  downtown 2 or 5 to Gun Hill Rd. Then use the elevator to exit the station and take a  Wakefield-bound Bx39 bus (E Gun Hill Rd and White Plains Rd) to 233 St and White  Plains Rd.,POINT (-73.85752 40.893555)
EL791,Elevator,Elevator Traction,044,CHURCHAV-BWY-B/Q,Church Av - Station,44,,BMT-A-BROADWAY/BRIGHTON,Brooklyn,40.6496,-73.96328,11/10/2025,11/10/2025,IFIS,Installed-Functioning-In Service,,YES,Third-Party Contractor,OTIS,YES,YES,YES,YES,,16' - 1in,2500,,2,,,Northbound,1,-,-,+,Street (18 St between Church Av & Caton Av) to Manhattan-bound platform.,-,,,,,If you are on the street:  Take a Coney Island-bound Q to Avenue H and use  underpass to transfer to a Manhattan-bound Q. Transfer at Church Av for Manhattan-bound B.  If you are on the platform:  Take a Manhattan-bound B or Q to Prospect Park. Transfer to a Brighton Beach-bound B or Coney Island-bound Q to Church Av.,POINT (-73.96328 40.6496)
EL303,Elevator,Elevator Hydraulic,027,ATLANTICAV-BARCLAYSCTR-4AV-D/N/R,Atlantic Av-Barclays Ctr - Station,617,"Atlantic Av (B,Q,2,3,4,5)/Pacific St (D,N,R)",BMT-B-BROADWAY,Brooklyn,40.68424,-73.97833,04/21/2004,04/22/2025,IFIS,Installed-Functioning-In Service,17,YES,Third-Party Contractor,MID-AMERICAN,YES,YES,NO,NO,,19'-10 1/2in,2100,Passenger,,,,Northbound,1,-,+,+,mezzanine (4th Ave & Pacific St) to Manhattan-bound D/N/R platform,-,,,,,"If you are on the mezzanine:  To Manhattan, proceed down the passageway and take the B, Q, 2, 3, 4 or 5 instead.  If you are on the platform:  Take an Manhattan-bound R to Jay St-MetroTech and transfer across the platform to a Bay Ridge-95 St-bound R to Atlantic Av-Barclays Ctr. Or, exit at Jay St and take a Canarsie-bound B103 bus (Livingston St and Nevins St) to 4 Av and Pacific St, or a B41, B45, B67 or B103 LTD bus to Atlantic Av-Barclays Ctr.",POINT (-73.97833 40.68424)
EL293,Elevator,Elevator Hydraulic,119,1AV-CNR-L,1 Av - Station,119,,BMT-Q-14ST/CANARSIE,Manhattan,40.730625,-73.9811,08/05/2020,08/05/2020,IFIS,Installed-Functioning-In Service,17,YES,NYCT,,YES,YES,YES,YES,,,,,,,,Both,2,-,-,+,E 14 St and Avenue A (SW corner) to Canarsie-bound platform,-,,,,,If you are on the street: Take a westbound M14A SBS or M14D SBS (E 14 St and 1 Av) to 4 Av for Union Sq-14 St station. Then use elevators for Canarsie-bound L service. If you are on the platform: Take a Canarsie-bound L to Bedford Av. Then transfer across the platform to an 8 Av-bound L to 1 Av.,POINT (-73.9811 40.730625)
ES453,Escalator,Escalator,267,JACKSONHTS-ROOSEVELTAV-QBL-E/F/M/R,Jackson Hts-Roosevelt Av - Station,616,"74-Broadway (7)/Jackson Hts-Roosevelt Av (E,F,M,R)",IND-D-QUEENSBLVD,Queens,40.74666,-73.89118,11/11/1991,05/15/2015,IFIS,Installed-Functioning-In Service,22,YES,NYCT,KONE,YES,,NO,NO,32' 4 3/4in,,,,,117,800 mm (31.5in),,,,,,7 upper mezzanine (74 St & Roosevelt Ave) to lower mezzanine for E/F/M/R service,,,,,,,POINT (-73.89118 40.74666)
EL402,Elevator,Elevator Traction,223,LEXINGTONAV/63ST-63S-F/Q,Lexington Av/63 St - Station,223,,IND-T-63ST,Manhattan,40.76482,-73.966545,11/01/1989,02/08/2023,IFIS,Installed-Functioning-In Service,22,YES,NYCT,OTIS,YES,YES,NO,NO,,,4000,Passenger,,,,Both,1,+,-,+,63 St & Lexington Av mezzanine to platforms for service in both directions.,+,,401,,440,If you are on the mezzanine:  Exit the station and proceed to the other entrance at 63 St and 3 Av. Re-enter station and take elevators to reach M/Q platforms.  If you are on either platform:  Proceed to other end of the platform and take elevators to the street.,POINT (-73.966545 40.76482)
EL714X,Elevator,Elevator Traction,172,FULTONST-8AV-A/C,Fulton St - Station,628,"Fulton St (A,C,J,Z,2,3,4,5)",IND-A-8AV/FULTONST,Manhattan,40.710205,-74.0077,,11/10/2014,INOS,Installed-Non Functioning-Out of Service,22,NO,Private Contractor,HOLLISTER-WHITNEY,NO,YES,NO,NO,,,,Passenger,,,,,,,,,Transit Center,,,,,,,POINT (-74.0077 40.710205)
EL772,Elevator,Elevator Traction,135,LIVONIAAV-CNR-L,Livonia Av - Station,135,,BMT-AY-CANARSIEYD,Brooklyn,40.6639,-73.9004,05/17/2022,05/17/2022,IFIS,Installed-Functioning-In Service,22,YES,NYCT,HUDSON ELEVATOR,YES,YES,NO,YES,,17’-3 ¼”,3000,Passenger,2,,,Northbound,1,+,-,+,Passageway to Manhattan-bound platform,-,,,,,If you are on the passageway: Take a Canarsie-Rockaway Pkwy-bound L to Canarsie-Rockaway Pkwy. Wait on the train or transfer across the platform to a Manhattan-bound L train OR Exit the station and proceed to Rockaway Av/Livonia Av. Take a Williamsburg Bridge Plaza-bound B60 to Wilson Av/Decatur St. Proceed down Wilson Av to the Wilson Av L station. OR Exit the station and proceed to Pennsylvania Av/Livonia Av. Take a Ridgewood-bound B20 to Decatur St/Wilson Av. Proceed along Wilson Av to the Wilson Av L station. If you are on the platform: Take a Manhattan-bound L to Wilson Ave.  Exit the station and proceed to Wilson Av/Cooper St. Take a Canarsie-bound B60 to Rockaway Av/Livonia Av to Rockaway Av/Livonia Av. Proceed to the Livonia Av L station. OR Exit the station and proceed to Wilson Av/Schaefer St. Take a Spring Creek-bound B20 to Pennsylvania Av/Livonia Av. Proceed to the Livonia Av L station.,POINT (-73.9004 40.6639)
EL115,Elevator,Elevator Traction,145,190ST-8AV-A,190 St - Station,145,,IND-A-8AV/FULTONST,Manhattan,40.85909,-73.93398,06/01/1932,12/07/2021,IFIS,Installed-Functioning-In Service,22,YES,NYCT,,YES,NO,NO,NO,,,11000,Passenger,,,,Both,1,+,+,-,upper mezzanine (Fort Washington Av) to lower mezzanine for service in both directions and access to passageway to Bennett Ave & 190 St,+,,116,116,,Use an adjacent elevator.,POINT (-73.93398 40.85909)
ES313,Escalator,Escalator,238,SMITH-9STS-6AV-F/G,Smith-9 Sts - Station,238,,IND-B-6AV/CULVER,Brooklyn,40.67461,-73.99713,10/07/1933,06/30/2000,RNOS,Removed-Non Functioning-Out of Service,22,YES,NYCT,OK,YES,,YES,NO,30',,,,,102,24,,,,,,intermediate mezzanine to 9th St & Smith St (NE corner),,,,,,,POINT (-73.99713 40.67461)
ES424,Escalator,Escalator,221,21ST-QUEENSBRIDGE-63S-F,21 St-Queensbridge - Station,221,,IND-T-63ST,Queens,40.75411,-73.94243,10/01/1989,04/25/2026,IFIS,Installed-Functioning-In Service,22,YES,NYCT,KONE,YES,,NO,NO,11',,,,,53,40in,,,,,,Manhattan-bound platform to mezzanine,,,,,,,POINT (-73.94243 40.75411)
EL741,Elevator,Elevator Hydraulic,073,NEWUTRECHTAV-SEA-N,New Utrecht Av - Station,615,New Utrecht Av (N)/62 St (D),BMT-E-SEABEACH,Brooklyn,40.625786,-73.99715,07/19/2019,07/19/2019,IFIS,Installed-Functioning-In Service,17,YES,NYCT,,YES,YES,NO,YES,,,,Passenger,,,,Southbound,2,+,-,+,mezzanine to Coney Island-bound D platform,-,,,,,"If you are on the mezzanine: Use elevators to take a Coney Island-bound N train to Coney Island-Stillwell Av. If you are on the platform: Take a Coney Island-bound D  to Coney Island-Stillwell Av. Then either: Stay on train or transfer across the platform for a Manhattan-bound D. Or, use elevator at other end of passageway to access N platform and exit station using ramp.  Then take a Windsor Terrace-bound B68 (Stillwell Terminal) to Avenue M.  Then, transfer to a Shore Road bound B9 (Avenue M and Coney Island Avenue) to 60th Street and New Utrecht Av.",POINT (-73.99715 40.625786)
EL784,Elevator,Elevator Hydraulic,240,7AV-6AV-F/G,7 Av - Station,240,,IND-B-6AV/CULVER,Brooklyn,40.66627,-73.98031,11/17/2023,11/17/2023,IFIS,Installed-Functioning-In Service,17,YES,Third-Party Contractor,,YES,YES,NO,NO,,,,,2,,,Southbound,2,+,-,+,Mezzanine to Church Av-bound platform,-,,,,,"If you are on the mezzanine: Take a Manhattan-bound F to Jay St-MetroTech Station. Then, use elevators to transfer to a Coney Island-bound F train. If you are on the platform:  Take a Coney Island-bound F or Church Av-bound G train to Church Av and use elevators to transfer to the Manhattan and Queens-bound platform for service to 7 Av.",POINT (-73.98031 40.66627)
ES631,Escalator,Escalator,471,34ST-HUDSONYARDS-FLS-7,34 St-Hudson Yards - Station,471,,IRT-CC-FLUSHING,Manhattan,40.755863,-74.0003,08/31/2018,08/31/2018,IFIS,Installed-Functioning-In Service,22,YES,NYCT,SCHINDLER,YES,,YES,YES,29',,,,,110,600,,,,,,Hudson Blvd E & 35 St (SW corner) to upper mezzanine,,,,,,,POINT (-74.0003 40.755863)
EL518,Elevator,Elevator Hydraulic,146,181ST-8AV-A,181 St - Station,146,,IND-A-8AV/FULTONST,Manhattan,40.852825,-73.93734,12/06/2023,12/06/2023,IFIS,Installed-Functioning-In Service,17,YES,Third-Party Contractor,,YES,YES,NO,NO,,,,,2,,,Southbound,2,+,-,+,Mezzanine to platform for Downtown and Brooklyn-bound service.,-,,,,,"If you’re on the platform:  Take a Downtown and Brooklyn-bound A to 175 St. Then, transfer across the platform to an Inwood-207 St-bound A.  If you’re on the mezzanine: Use EL517 to take an Inwood-207 St-bound A to Inwood-207 St. Then, stay on the train or transfer across the platform for the next Downtown and Brooklyn-bound A to 181st St.",POINT (-73.93734 40.852825)
EL144,Elevator,Elevator Hydraulic,153,125ST-8AV-A/B/C/D,125 St - Station,153,,IND-A-8AV/FULTONST,Manhattan,40.810993,-73.95232,12/02/2005,01/30/2026,IFIS,Installed-Functioning-In Service,17,YES,Third-Party Contractor,MID-AMERICAN,YES,YES,NO,NO,,11'-1 1/2in,3000,Passenger,2,,,Northbound,1,+,-,+,mezzanine to uptown platform,-,,,,,"This elevator is out of service for replacement. Read on for travel alternatives.  If you are on the mezzanine: Take a downtown A, C, B or D to 59 St-Columbus Circle and use elevators to transfer to an uptown A, C, B or D. If you are on the platform: Take an uptown A or C to 168 St, and then: Use elevators to transfer to a downtown A or C to 125 St. Or, use elevators to exit the station and take an East Village-bound M3 bus (Broadway and 168 St) to St. Nicholas Av and 125 St or Manhattanville-bound M100 (Broadway and W 168 St) to St. Nicholas Av and 124 St.",POINT (-73.95232 40.810993)
EL493X,Elevator,Elevator Hydraulic,198,HOWARDBEACH-JFKAIRPORT-RKY-A,Howard Beach-JFK Airport - Station,198,,IND-F-ROCKAWAY,Queens,40.660477,-73.8303,12/14/2011,12/14/2011,IFIS,Installed-Functioning-In Service,17,NO,Private Contractor,CANTON,YES,YES,NO,NO,,,,,,,,Southbound,4,+,-,+,mezzanine to platform for Far Rockaway - Mott Av and Rockaway Park - Beach 116 St-bound service,+,,492X,,492X,Use an adjacent elevator.,POINT (-73.8303 40.660477)
ES458,Escalator,Escalator,223,LEXINGTONAV/63ST-63S-F/Q,Lexington Av/63 St - Station,223,,IND-T-63ST,Manhattan,40.76388,-73.9646,12/30/2016,12/30/2016,IFIS,Installed-Functioning-In Service,22,YES,NYCT,KONE,YES,,YES,YES,9611mm (31' 6 3/8in),,,,,122,Step Width 996 mm (39 3/8in),,,,,,3rd Ave & 63 St (SE corner) to mezzanine,,,,,,,POINT (-73.9646 40.76388)
EL734X,Elevator,Elevator Hydraulic,412,FULTONST-LEX-4/5,Fulton St - Station,628,"Fulton St (A,C,J,Z,2,3,4,5)",IRT-M-LEXINGTONAV,Manhattan,40.71036,-74.00911,,11/10/2014,IFIS,Installed-Functioning-In Service,17,NO,Private Contractor,CANTON,NO,YES,NO,NO,,,,,,,,,,,,,Transit Center,,,,,,,POINT (-74.00911 40.71036)
EL345,Elevator,Elevator Hydraulic,181,UTICAAV-8AV-A/C,Utica Av - Station,181,,IND-A-8AV/FULTONST,Brooklyn,40.67945,-73.93033,05/24/2014,05/24/2014,IFIS,Installed-Functioning-In Service,17,YES,NYCT,HOLLISTER-WHITNEY,YES,YES,NO,NO,,,2000,Passenger,,,,Northbound,1,+,-,+,mezzanine to Manhattan-bound platform,-,,,,,"If you are on the mezzanine: Use the elevator across the mezzanine to take a Queens-bound A or Euclid Av-bound C to Euclid Av. Then use elevators to transfer to a Manhattan-bound A or C. If you are on the platform: Take a Manhattan-bound A or C to Jay St and either: Use elevators to transfer to a Euclid Av-bound A or C to Utica Av. Or, use elevators to exit the station and take a Broadway Junction-bound B25 bus (Fulton St and Smith St) to Fulton St and Utica Av.",POINT (-73.93033 40.67945)
ES330,Escalator,Escalator,184,BROADWAYJUNCTION-8AV-A/C,Broadway Junction - Station,621,"Broadway Junction (A,C,J,L,Z)",IND-A-8AV/FULTONST,Brooklyn,40.678566,-73.90394,07/01/1948,11/15/1996,IFIS,Installed-Functioning-In Service,22,YES,NYCT,OK,YES,,YES,NO,44',,,,,153,32,,,,,,A/C mezzanine (Van Sinderen Ave) to upper mezzanine for J/Z and L service,,,,,,,POINT (-73.90394 40.678566)
ES211,Escalator,Escalator,400,59ST-LEX-4/5/6,59 St - Station,613,"Lexington Av (N,Q,R)/59 St (4,5,6)",IRT-L-LEXINGTONAV,Manhattan,40.762287,-73.968254,11/15/1962,08/15/2024,IFIS,Installed-Functioning-In Service,22,YES,NYCT,OK,YES,,NO,NO,50',,,,,172,40,,,,,,uptown 4/5 platform to uptown 6 platform,,,,,,,POINT (-73.968254 40.762287)
ES122,Escalator,Escalator,424,PELHAMPKWY-LWP-2/5,Pelham Pkwy - Station,424,,IRT-W-WHITEPLAINSRD,Bronx,40.85639,-73.86752,07/01/1996,03/06/2023,IFIS,Installed-Functioning-In Service,22,YES,NYCT,KONE,YES,,YES,YES,5080 mm (16'-8in),,,,,94,1000 mm (40in NOMINAL),,,,,,Pelham Parkway South & White Plains Rd (SE corner) to mezzanine,,,,,,,POINT (-73.86752 40.85639)
EL464,Elevator,Elevator Hydraulic,002,ASTORIABLVD-AST-N/Q,Astoria Blvd - Station,2,,BMT-G-ASTORIA,Queens,40.77103,-73.917175,07/24/2020,07/24/2020,IFIS,Installed-Functioning-In Service,17,YES,NYCT,MID-AMERICAN,YES,YES,YES,YES,,15' 6in,2100 lbs,Passenger,2,,,Both,2,-,+,-,Hoyt Ave North and 31 St (NW corner) to mezzanine for service in both directions,+,EL465,EL465,,,If you are on the street: Proceed to the other elevator at SE corner of Hoyt Ave South and 31 St. If you are on the mezzanine: Proceed down the passageway and see a station agent to re-enter through the faregate. Cross the mezzanine and exit through the faregate for other elevator on this level.,POINT (-73.917175 40.77103)
ES339,Escalator,Escalator,414,BOWLINGGREEN-LEX-4/5,Bowling Green - Station,414,,IRT-M-LEXINGTONAV,Manhattan,40.70474,-74.01438,04/01/1977,03/16/2004,IFIS,Installed-Functioning-In Service,22,YES,NYCT,FUJITEC,YES,,NO,NO,20',,,,,80,40,,,,,,lower mezzanine to upper mezzanine for Battery Pl & Broadway exit,,,,,,,POINT (-74.01438 40.70474)
EL507,Elevator,Elevator Hydraulic,387,170ST-JER-4,170 St - Station,387,,IRT-J-JEROMEAV,Bronx,40.839973,-73.917725,01/07/2022,01/07/2022,IFIS,Installed-Functioning-In Service,17,YES,NYCT,MID-AMERICAN,YES,YES,NO,YES,,,,Passenger,2,,,Northbound,1,+,-,+,Mezzanine to platform for northbound 4 service,-,,,,,"If you are on the mezzanine: Take a southbound 4 to 161 St-Yankee Stadium. Then use elevators to transfer to a  northbound 4. Or, use elevator to exit the station and take a Riverdale-bound Bx1 or Bx1 LTD, or a  Kingsbridge-bound Bx2 from Grand Concourse/E 170 St to Grand Concourse/Fordham  Rd. Then proceed to the Fordham Rd 4 station at Fordham Rd and Jerome Ave. If you are on the platform: Take a northbound 4 to Fordham Rd. Then either: Use elevators to transfer to a southbound 4. OR Use elevators to exit the station and take a Mott Haven-bound Bx1, Bx1 LTD, or Bx2  from Grand Concourse/E Fordham Rd to Grand Concourse/E 170 St.",POINT (-73.917725 40.839973)
ES498X,Escalator,Escalator,198,HOWARDBEACH-JFKAIRPORT-RKY-A,Howard Beach-JFK Airport - Station,198,,IND-F-ROCKAWAY,Queens,40.660423,-73.83007,,12/20/2012,IFIS,Installed-Functioning-In Service,22,NO,Private Contractor,AM,YES,,NO,NO,,,,,,,,,,,,,intermediate mezzanine to Brooklyn-bound platform,,,,,,,POINT (-73.83007 40.660423)
ES447,Escalator,Escalator,278,JAMAICACENTER-PARSONS/ARCHER-QBL-E/J/Z,Jamaica Center-Parsons/Archer - Station,278,,IND-D-QUEENS/ARCHERAV,Queens,40.70228,-73.80049,12/01/1988,12/03/2007,IFIS,Installed-Functioning-In Service,22,YES,NYCT,KONE,YES,,NO,NO,12',,,,,55,40in,,,,,,E platform to mezzanine for Parsons Blvd & Archer Ave exit,,,,,,,POINT (-73.80049 40.70228)
ES255,Escalator,Escalator,402,GRANDCENTRAL-42ST-LEX-4/5/6,Grand Central-42 St - Station,610,"Grand Central-42 St (S,4,5,6,7)",IRT-L-LEXINGTONAV,Manhattan,40.752,-73.97695,07/01/1989,06/05/2020,IFIS,Installed-Functioning-In Service,22,YES,NYCT,OK,YES,,YES,NO,18',,,,,77,40,,,,,,42 St (between Park Ave & Lexington Ave) to main mezzanine for access to 4/5/6/7/S service,,,,,,,POINT (-73.97695 40.752)
